tipo,status,data,"venc. fatura",valor,descrição,categoria,conta,"conta transferência",centro,contato,forma,projeto,"n. documento",observações,"data competência","id único",tags,cartão,repetição,"meta de economia"
despesa,confirmado,12/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275396869,"despesas - black box",,único,
despesa,confirmado,12/05/2025,,"8,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275396918,"despesas - black box",,único,
despesa,confirmado,12/05/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275396979,"despesas - black box",,único,
despesa,confirmado,12/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275396991,"despesas - black box",,único,
despesa,confirmado,12/05/2025,,"10,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275397009,"despesas - black box",,único,
despesa,confirmado,12/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275397077,"despesas - black box",,único,
receita,confirmado,13/05/2025,,"3,83","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,13/05/2025,275397295,receita,,único,
despesa,confirmado,13/05/2025,,"6,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,275397313,"despesas - black box",,único,
despesa,confirmado,13/05/2025,,"15,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307305,"despesas - black box",,único,
despesa,confirmado,13/05/2025,,"15,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307345,"despesas - black box",,único,
despesa,confirmado,13/05/2025,,"3,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307362,"despesas - black box",,único,
despesa,confirmado,13/05/2025,,"8,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307372,"despesas - black box",,único,
despesa,confirmado,13/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307404,"despesas - black box",,único,
receita,confirmado,14/05/2025,,"3,84","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,14/05/2025,280307431,receita,,único,
despesa,confirmado,14/05/2025,,"12,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307517,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307540,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307555,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"1,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307571,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307581,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"7,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307591,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307603,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280307913,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308032,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"10,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308161,"despesas - black box",,único,
despesa,confirmado,14/05/2025,,"3,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308181,"despesas - black box",,único,
receita,confirmado,15/05/2025,,"3,87","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,15/05/2025,280308195,receita,,único,
despesa,confirmado,15/05/2025,,"4,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308212,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308452,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"7,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308540,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308554,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"8,20","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308564,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"4,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308588,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"3,20","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308610,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"10,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308617,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"2,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308634,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"3,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308707,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"12,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308737,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308749,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308760,"despesas - black box",,único,
despesa,confirmado,15/05/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308780,"despesas - black box",,único,
receita,confirmado,16/05/2025,,"3,86","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,16/05/2025,280308827,receita,,único,
despesa,confirmado,16/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308965,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"4,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308972,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280308982,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"5,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309020,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309048,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"7,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309169,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"7,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309174,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"2,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309187,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"5,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309199,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"11,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309210,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"6,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309306,"despesas - black box",,único,
despesa,confirmado,16/05/2025,,"8,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309469,"despesas - black box",,único,
receita,confirmado,17/05/2025,,"3,87","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,17/05/2025,280309482,receita,,único,
receita,confirmado,19/05/2025,,"0,01","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,19/05/2025,280309516,receita,,único,
despesa,confirmado,19/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309531,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"10,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309544,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"3,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309552,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309563,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"4,90","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309574,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"8,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309587,"despesas - black box",,único,
despesa,confirmado,19/05/2025,,"6,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309603,"despesas - black box",,único,
receita,confirmado,20/05/2025,,"3,86","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,20/05/2025,280309612,receita,,único,
despesa,confirmado,20/05/2025,,"11,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309651,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309671,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309677,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"3,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309692,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309705,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"4,20","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309784,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"2,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309793,"despesas - black box",,único,
despesa,confirmado,20/05/2025,,"10,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309826,"despesas - black box",,único,
receita,confirmado,21/05/2025,,"3,92","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,21/05/2025,280309831,receita,,único,
despesa,confirmado,21/05/2025,,"4,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309851,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"10,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309859,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"4,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309874,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309884,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"46,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309899,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"8,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309940,"despesas - black box",,único,
despesa,confirmado,21/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309947,"despesas - black box",,único,
receita,confirmado,22/05/2025,,"3,90","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,22/05/2025,280309974,receita,,único,
despesa,confirmado,22/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280309987,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"12,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310004,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"3,70","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310082,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"3,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310102,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"29,10","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310125,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"7,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310148,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"3,70","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310204,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310226,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"3,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310241,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"10,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310257,"despesas - black box",,único,
despesa,confirmado,22/05/2025,,"12,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310270,"despesas - black box",,único,
receita,confirmado,23/05/2025,,"3,92","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,23/05/2025,280310307,receita,,único,
despesa,confirmado,23/05/2025,,"4,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310345,"despesas - black box",,único,
despesa,confirmado,23/05/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310380,"despesas - black box",,único,
despesa,confirmado,23/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310387,"despesas - black box",,único,
despesa,confirmado,23/05/2025,,"7,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310399,"despesas - black box",,único,
despesa,confirmado,23/05/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310452,"despesas - black box",,único,
despesa,confirmado,23/05/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310465,"despesas - black box",,único,
receita,confirmado,24/05/2025,,"3,92","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,24/05/2025,280310473,receita,,único,
despesa,confirmado,24/05/2025,,"4,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,12/05/2025,280310487,"despesas - black box",,único,
